run_date,Identifier 1,d15Na,d15Nb,SP,d15Nbulk,d17O,d18O,15Ralpha,15Rbeta
191202,Ward_1325,16.727242327005953,-2.1619965708513655,18.889238897857318,7.282622878077294,29.546714649134387,58.05407104311811,0.003737997706415238,0.003668551419607265
191202,Ward_1326,14.569432660351156,-4.040243458648729,18.609676118999886,5.264594600851213,29.34757628983853,57.6574939455774,0.003730064519175781,0.003661646044924278
191202,Ward_1327,12.442504642971475,-4.372775228133063,16.815279871104536,4.034864707419206,29.557966343531916,58.07648054781956,0.0037222448683198847,0.003660423491873769
191202,Ward_1328,26.061151678480332,11.106851527777017,14.954300150703315,18.584001603128677,29.562330711834008,58.08517292998538,0.003772313824145933,0.0037173343396418724
191202,Ward_1329,28.917708687358434,8.522047812274725,20.39566087508371,18.71987824981658,29.55218160773132,58.06495931533906,0.0037828159559890736,0.003707831308781828
191202,Ward_1330,35.9241571517932,25.795265612885032,10.12889153890817,30.859711382339118,29.547899541759072,58.05643093080626,0.0038085751637685675,0.0037713362940257717
191202,Ward_1331,27.092448671510503,8.01502492145656,19.077423750053946,17.55373679648353,29.547860143928517,58.056352464199264,0.0037761053875408086,0.003705967239123735
191202,Ward_1332,22.878560969323168,5.352771427829639,17.52578954149353,14.115666198576402,29.55327601692037,58.067139002742294,0.0037606130294037163,0.0036961794641544154
191202,Ward_1333,32.08107564834495,16.587968825923838,15.493106822421112,24.334522237134394,29.56105699162648,58.082636095869276,0.00379444607462114,0.003737485667388509
191202,Ward_1334,305.25757150241486,103.64072170494198,201.61684979747287,204.44914660367843,63.65476136261394,127.03997114764309,0.004798779461628628,0.004057535113348219
191202,Ward_1335,281.2779402654708,92.28062618677457,188.99731407869626,186.7792832261227,63.65470761189429,127.03986077201135,0.004710618347386003,0.004015769722175677
191202,Ward_1336,149.18561779437022,36.84483264072824,112.34078515364197,93.01522521754923,63.74647174741721,127.22830353242132,0.004224980923821002,0.0038119600272036374
191202,Ward_1337,605.5103828786348,649.9663007336753,-44.455917855040525,627.7383418061551,63.6563360266138,127.0432046793879,0.005902658922653301,0.006066101104647358
191202,Ward_1338,652.69427971833,704.8732812676852,-52.179001549355235,678.7837804930076,63.65659220677067,127.04373073913034,0.00607613051938444,0.006267966618580645
191203,Ward_1339,691.4052832600852,648.3274219670394,43.07786129304577,669.8663526135623,63.65633075612753,127.04319385657325,0.006218451523905703,0.00606007576686182
191203,Ward_1340,759.1586194550028,955.3943020754965,-196.23568262049366,857.2764607652497,63.65832886504097,127.04729692792682,0.006467546664426318,0.007189007151580563
191203,Ward_1341,703.055980798147,798.9856738990127,-95.92969310086573,751.0208273485798,63.657112889254904,127.04479994835705,0.006261285313404388,0.00661397083008972
191203,Ward_1342,1964.5349461544538,2750.6410700125157,-786.1061238580619,2357.588008083485,63.68603999255029,127.10420184542981,0.01089911272953685,0.013789231893901015
191205,Ward_1343,14.933315698356209,-2.1142121507093936,17.047527849065602,6.409551773823408,44.137242465036366,87.3063187174985,0.0037314023351650064,0.003668727099027917
191205,Ward_1344,18.907483385887993,5.215503764711471,13.691979621176522,12.061493575299732,44.13613580216058,87.30408535227573,0.003746013362668217,0.0036956747995909615
191205,Ward_1345,12.105254133717436,-0.8603669799822633,12.965621113699699,5.622443576867586,44.05260789163257,87.13552341447573,0.0037210049668226124,0.0036733368607980953
191205,Ward_1346,193.62356826602522,180.38891048173645,13.234657784288771,187.00623937388082,44.13813447428838,87.30811889013812,0.0043883570487300416,0.004339699829386104
191205,Ward_1347,114.51946922331425,100.23773646980571,14.281732753508535,107.37860284655997,44.137891571706774,87.30762868590757,0.004097530828599515,0.004045024038131241
191205,Ward_1348,97.67193020778863,81.97583622437632,15.696093983412311,89.82388321608248,44.13783810197436,87.30752077809778,0.004035590851408935,0.003977884161878919
191205,Ward_1349,208.4794862435244,193.67300030408208,14.806485939442325,201.07624327380324,44.13817743900306,87.30820559768748,0.0044429748311743174,0.004388538785617958
191205,Ward_1350,238.1567061476373,224.16150774479004,13.995198402847251,231.15910694621368,44.13826973359569,87.30839185840166,0.004552083130151789,0.004500629783223721
191205,Ward_1351,207.52659165516562,194.15791295655848,13.368678698607141,200.84225230586205,44.13817680059151,87.30820430930231,0.004439471514220216,0.004390321566984787
