,d15Nbulk,d17O,d18O
0,6.197622158314653,24.00960254670381,47.05392433555722
1,-3.4938012041856314,17.894830778742545,34.970849831630126
2,0.37140405759994444,22.46141531735657,43.98821668589159
3,6.996362586986882,24.095400595085525,47.223948164602845
4,-3.562283877532213,17.98626134139547,35.15102095844003
5,-0.9295943627788406,21.518312696808373,42.122825146474696
6,5.585374069084326,23.1170555087552,45.2859788908706
7,-10.075100128167481,22.832322921378932,44.722288560101745
8,6.288507916982988,22.988289627964065,45.0310404846892
9,-3.77109508492135,17.312782770143144,33.824234273352346
10,0.1516224801263455,22.32609127305785,43.720455897795716
11,5.356326239905451,22.944406868213196,44.94416564395309
12,6.172959876929784,23.48743631792494,46.019448802778754
13,-3.882048492154788,17.783931724727474,34.75233488044815
14,-7.251471747016458,22.553978271531605,44.17138679865174
