,d15Na,d15Nb,SP,d15Nbulk,d17O,d18O
0,14.470670301233168,-2.797345382595906,17.268015683829073,5.836662459318632,24.260364594243633,47.5508907047566
1,6.13555406578703,-12.722560186168241,18.85811425195527,-3.2935030601906057,17.681435122526736,34.55039593706988
2,-0.940592509539373,1.6218818131319424,-2.5624743226713154,0.34064465179628467,22.603707667668615,44.26980126341529
3,14.25614033180267,-1.0745010524815246,15.330641384284194,6.590819639660572,24.35252033857882,47.733555896923406
4,5.9213907120378995,-12.640169182185911,18.561559894223812,-3.3593892350740058,17.78070872037962,34.74598462245759
5,-1.5843602936489454,-0.18319362963625796,-1.4011666640126874,-0.8837769616426017,21.594095314683592,42.27265824599735
6,15.35701701532588,-4.8295569856192655,20.186574000945146,5.263730014853307,23.307962421212913,45.66400322438224
7,13.189529284932222,-32.46053825851114,45.65006754344336,-9.635504486789461,23.0120279948145,45.07803686288114
8,16.46742045983074,-4.6096001622838445,21.077020622114585,5.928910148773449,23.17129090183223,45.393366379959055
9,6.261189632478459,-13.367730844091263,19.62892047656972,-3.553270605806402,17.047677096118097,33.30218866494494
10,-0.3446414879132442,0.6122057711972495,-0.9568472591104937,0.13378214164200264,22.4590534325555,43.983543024889826
11,13.75423857047986,-3.6574638553349414,17.411702425814802,5.048387357572459,23.123577296199073,45.29889191722858
12,16.00177337492692,-4.368551139891541,20.37032451481846,5.81661111751769,23.703515560060673,46.447468335766516
13,6.343308524326963,-13.668336213605524,20.011644737932485,-3.662513844639281,17.560418650252263,34.311993678702855
14,12.596458763996177,-26.429540998654687,39.02599976265086,-6.916541117329255,22.706990474774315,44.47421226142168
