,d15Nbulk,d17O,d18O
0,5.82229569399173,24.53547327250738,48.096239119774786
1,-3.2932416039817003,17.8257062061935,34.83464449178775
2,0.32830471627454116,22.84252007696752,44.74247351536276
3,6.576301032509502,24.629826552884595,48.28330742952902
4,-3.3588526499658267,17.926567166241412,35.03338716346671
5,-0.8950352550521901,21.812025981027496,42.70359651597211
6,5.250491774446697,23.56175359334611,46.16665026048183
7,-9.567044607661558,23.24245406509462,45.53427939363197
8,5.915795387968714,23.422104134545265,45.89005254613432
9,-3.550812371621692,17.1813145857056,33.565331413346165
10,0.12160093323432264,22.694818409802807,44.45012105030699
11,5.035363316622465,23.373403704564755,45.79360201106275
12,5.802896865646501,23.966024976883826,46.967572880995064
13,-3.659891290717421,17.702227913390047,34.59136037916433
14,-6.889284000762053,22.939021736281262,44.933504921737644
